Subject	Item	Particle	Type	Stimulus	Event	Time	Playback Action	Playback Location	Question	Answer	Scenario
ee10495a07343ff6b0f76a3828566d89	79	oh_decl	decl	Oh we're out of flour	Rating	15318			How natural does the speaker's tone of voice sound?	2	
ee10495a07343ff6b0f76a3828566d89	79	oh_decl	decl	Oh we're out of flour	Rating	19583			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
ee10495a07343ff6b0f76a3828566d89	79	oh_decl	decl	Oh we're out of flour	Rating	25853			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
212ab258418b5b9a22f17920bc4d6125	131	oh_exclam	conf	Oh I thought apples were in the sunflower family	Scenario						Yes%2C he expressed surprise because he thought that apples were in the sunflower family
212ab258418b5b9a22f17920bc4d6125	131	oh_exclam	conf	Oh I thought apples were in the sunflower family	Playback	17811	play	0.02369			
212ab258418b5b9a22f17920bc4d6125	131	oh_exclam	conf	Oh I thought apples were in the sunflower family	Playback	20385	pause	2.574444			
212ab258418b5b9a22f17920bc4d6125	131	oh_exclam	conf	Oh I thought apples were in the sunflower family	Rating	24307			How natural does the speaker's tone of voice sound?	5	
212ab258418b5b9a22f17920bc4d6125	131	oh_exclam	conf	Oh I thought apples were in the sunflower family	Rating	26040			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
212ab258418b5b9a22f17920bc4d6125	131	oh_exclam	conf	Oh I thought apples were in the sunflower family	Rating	33845			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
212ab258418b5b9a22f17920bc4d6125	59	god_decl	decl	God I'm on the phone	Scenario						Yes%2C they sounded annoyed%2C and stated that it was because they were on the phone
212ab258418b5b9a22f17920bc4d6125	59	god_decl	decl	God I'm on the phone	Playback	1687	play	0.0			
212ab258418b5b9a22f17920bc4d6125	59	god_decl	decl	God I'm on the phone	Playback	3665	pause	1.903243			
212ab258418b5b9a22f17920bc4d6125	59	god_decl	decl	God I'm on the phone	Rating	6303			How natural does the speaker's tone of voice sound?	2	
212ab258418b5b9a22f17920bc4d6125	59	god_decl	decl	God I'm on the phone	Rating	15043			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
212ab258418b5b9a22f17920bc4d6125	59	god_decl	decl	God I'm on the phone	Rating	19403			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
0e1ada970386ff46ffded013d60377ab	9	god_conf	decl	God we're out of flour	Scenario						They explained they were out of flour.
0e1ada970386ff46ffded013d60377ab	9	god_conf	decl	God we're out of flour	Playback	3413	play	0.0			
0e1ada970386ff46ffded013d60377ab	9	god_conf	decl	God we're out of flour	Playback	6035	pause	1.890771			
0e1ada970386ff46ffded013d60377ab	9	god_conf	decl	God we're out of flour	Rating	12763			How natural does the speaker's tone of voice sound?	1	
0e1ada970386ff46ffded013d60377ab	9	god_conf	decl	God we're out of flour	Rating	19012			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
0e1ada970386ff46ffded013d60377ab	9	god_conf	decl	God we're out of flour	Rating	24362			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
0e1ada970386ff46ffded013d60377ab	9	god_conf	decl	God we're out of flour	Rating	25487			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
0e1ada970386ff46ffded013d60377ab	81	oh_decl	conf	Oh I thought apples were in the sunflower family	Scenario						Not really.
0e1ada970386ff46ffded013d60377ab	81	oh_decl	conf	Oh I thought apples were in the sunflower family	Playback	5883	play	0.0			
0e1ada970386ff46ffded013d60377ab	81	oh_decl	conf	Oh I thought apples were in the sunflower family	Playback	8742	pause	2.572971			
0e1ada970386ff46ffded013d60377ab	81	oh_decl	conf	Oh I thought apples were in the sunflower family	Rating	12225			How natural does the speaker's tone of voice sound?	4	
0e1ada970386ff46ffded013d60377ab	81	oh_decl	conf	Oh I thought apples were in the sunflower family	Rating	20274			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
0e1ada970386ff46ffded013d60377ab	81	oh_decl	conf	Oh I thought apples were in the sunflower family	Rating	25223			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
7951fbb39530c25582130457482bd62d	72	huh_decl	decl	Huh another pile of papers to grade	Scenario						Yes%2C but he didn't seem too terribly surprised%2C as if this happened often.
7951fbb39530c25582130457482bd62d	72	huh_decl	decl	Huh another pile of papers to grade	Playback	2919	play	0.0			
7951fbb39530c25582130457482bd62d	72	huh_decl	decl	Huh another pile of papers to grade	Playback	5269	pause	2.158231			
7951fbb39530c25582130457482bd62d	72	huh_decl	decl	Huh another pile of papers to grade	Rating	10241			How natural does the speaker's tone of voice sound?	4	
7951fbb39530c25582130457482bd62d	72	huh_decl	decl	Huh another pile of papers to grade	Rating	18665			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
7951fbb39530c25582130457482bd62d	72	huh_decl	decl	Huh another pile of papers to grade	Rating	23381			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Scenario						Yes he did. He thought apples were in the sunflower family for some reason.
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Playback	13174	play	0.0			
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Playback	16823	pause	2.768707			
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Playback	19666	play	0.0			
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Playback	19679	seeking	0.0			
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Playback	22551	pause	2.768707			
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Rating	30861			How natural does the speaker's tone of voice sound?	5	
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Rating	43294			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
7951fbb39530c25582130457482bd62d	144	what_exclam	conf	What I thought apples were in the sunflower family	Rating	46644			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
fef029ec2b1b5f9be6be815b50407af0	118	huh_exclam	conf	Huh I thought apples were in the sunflower family	Scenario						Yes%2C it was not monotone and showed surprise.
fef029ec2b1b5f9be6be815b50407af0	118	huh_exclam	conf	Huh I thought apples were in the sunflower family	Playback	9773	play	0.0			
fef029ec2b1b5f9be6be815b50407af0	118	huh_exclam	conf	Huh I thought apples were in the sunflower family	Playback	12475	pause	2.65229			
fef029ec2b1b5f9be6be815b50407af0	118	huh_exclam	conf	Huh I thought apples were in the sunflower family	Rating	14865			How natural does the speaker's tone of voice sound?	4	
fef029ec2b1b5f9be6be815b50407af0	118	huh_exclam	conf	Huh I thought apples were in the sunflower family	Rating	17270			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
fef029ec2b1b5f9be6be815b50407af0	118	huh_exclam	conf	Huh I thought apples were in the sunflower family	Rating	19461			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Scenario						No%2C because it was a simple statement said with a neutral tone of voice and the words used did not declare any type of emotion. 
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	46628	pause	2.204603			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	56052	seeking	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	9525	pause	2.204603			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	106503	pause	2.204603			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	38308	seeking	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	38308	play	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	40648	pause	2.204603			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	44355	seeking	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	44355	play	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	7260	play	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	75961	pause	2.204603			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	56052	play	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	103900	play	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	58328	pause	2.204603			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	73716	seeking	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	73716	play	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Playback	103900	seeking	0.0			
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Rating	15219			How natural does the speaker's tone of voice sound?	3	
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Rating	27578			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Rating	58119			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
fef029ec2b1b5f9be6be815b50407af0	46	what_conf	decl	What I put the toolbox in the shed	Rating	189279			What is the intensity of the speaker's emotion? How expressive do they sound?	1	
53ea2e9304a5a355d44647023f66c4e4	35	oh_conf	decl	Oh I'm on the phone	Scenario						Yes%2C it explains that the speaker was interrupted while on the phone/
53ea2e9304a5a355d44647023f66c4e4	35	oh_conf	decl	Oh I'm on the phone	Playback	3764	play	0.0			
53ea2e9304a5a355d44647023f66c4e4	35	oh_conf	decl	Oh I'm on the phone	Playback	5682	pause	1.822494			
53ea2e9304a5a355d44647023f66c4e4	35	oh_conf	decl	Oh I'm on the phone	Rating	8679			How natural does the speaker's tone of voice sound?	4	
53ea2e9304a5a355d44647023f66c4e4	35	oh_conf	decl	Oh I'm on the phone	Rating	18271			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
53ea2e9304a5a355d44647023f66c4e4	35	oh_conf	decl	Oh I'm on the phone	Rating	22815			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
53ea2e9304a5a355d44647023f66c4e4	107	god_exclam	exclam	God you can't be serious right now	Scenario						Yes%2C speaker indicated he was in disbelief over what was being said
53ea2e9304a5a355d44647023f66c4e4	107	god_exclam	exclam	God you can't be serious right now	Playback	11628	play	0.000586			
53ea2e9304a5a355d44647023f66c4e4	107	god_exclam	exclam	God you can't be serious right now	Playback	13833	pause	2.135533			
53ea2e9304a5a355d44647023f66c4e4	107	god_exclam	exclam	God you can't be serious right now	Rating	23557			How natural does the speaker's tone of voice sound?	4	
53ea2e9304a5a355d44647023f66c4e4	107	god_exclam	exclam	God you can't be serious right now	Rating	27617			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
53ea2e9304a5a355d44647023f66c4e4	107	god_exclam	exclam	God you can't be serious right now	Rating	29569			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
30ac413155eecad322ac4a6fd6488c23	64	god_decl	exclam	God there are a lot of cakes to choose from	Scenario						I couldn't understand what he was saying
30ac413155eecad322ac4a6fd6488c23	64	god_decl	exclam	God there are a lot of cakes to choose from	Playback	17297	play	0.0			
30ac413155eecad322ac4a6fd6488c23	64	god_decl	exclam	God there are a lot of cakes to choose from	Playback	19890	pause	2.4948979			
30ac413155eecad322ac4a6fd6488c23	64	god_decl	exclam	God there are a lot of cakes to choose from	Rating	24890			How natural does the speaker's tone of voice sound?	1	
30ac413155eecad322ac4a6fd6488c23	64	god_decl	exclam	God there are a lot of cakes to choose from	Rating	34150			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
30ac413155eecad322ac4a6fd6488c23	64	god_decl	exclam	God there are a lot of cakes to choose from	Rating	38429			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
30ac413155eecad322ac4a6fd6488c23	136	oh_exclam	exclam	Oh a package arrived for you	Scenario						no
30ac413155eecad322ac4a6fd6488c23	136	oh_exclam	exclam	Oh a package arrived for you	Playback	4959	play	0.0			
30ac413155eecad322ac4a6fd6488c23	136	oh_exclam	exclam	Oh a package arrived for you	Playback	6987	pause	1.7807029			
30ac413155eecad322ac4a6fd6488c23	136	oh_exclam	exclam	Oh a package arrived for you	Rating	14094			How natural does the speaker's tone of voice sound?	3	
30ac413155eecad322ac4a6fd6488c23	136	oh_exclam	exclam	Oh a package arrived for you	Rating	18090			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
30ac413155eecad322ac4a6fd6488c23	136	oh_exclam	exclam	Oh a package arrived for you	Rating	21639			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	89	what_decl	conf	What she's never done that before	Scenario						Yes%2C he is surprised because of another person's unexpected behavior.
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	89	what_decl	conf	What she's never done that before	Playback	1595	play	0.0			
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	89	what_decl	conf	What she's never done that before	Playback	3534	pause	1.875374			
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	89	what_decl	conf	What she's never done that before	Rating	7355			How natural does the speaker's tone of voice sound?	5	
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	89	what_decl	conf	What she's never done that before	Rating	10502			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	89	what_decl	conf	What she's never done that before	Rating	24376			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	17	huh_conf	conf	Huh you don't know how to tango	Scenario						Yes%2C it's because the person he is speaking to doesn't know how to tango%2C which I assume he views as common knowledge.
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	17	huh_conf	conf	Huh you don't know how to tango	Playback	1936	play	0.0			
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	17	huh_conf	conf	Huh you don't know how to tango	Playback	3995	pause	1.982585			
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	17	huh_conf	conf	Huh you don't know how to tango	Rating	7756			How natural does the speaker's tone of voice sound?	5	
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	17	huh_conf	conf	Huh you don't know how to tango	Rating	15343			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
ca56c18e1d34ff1f6ea4d2c0d3d5c4c1	17	huh_conf	conf	Huh you don't know how to tango	Rating	22380			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Scenario						Just the utterance of "Oh!" at the beginning indicates surprise
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Playback	7578	play	0.0			
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Playback	9565	pause	1.935465			
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Playback	11469	play	0.0			
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Playback	11479	seeking	0.0			
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Playback	13453	pause	1.935465			
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Rating	16809			How natural does the speaker's tone of voice sound?	4	
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Rating	26754			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Rating	29598			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
c7d1fbbee3f9e7c9188ae2f53b30c43d	33	oh_conf	decl	Oh we're out of flour	Rating	33483			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Scenario						Just the exclamation of "God!" makes him sound expressive 
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Playback	6821	play	0.0			
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Playback	9970	pause	2.667551			
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Playback	13406	play	0.0			
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Playback	13417	seeking	0.0			
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Playback	16118	pause	2.667551			
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Rating	16362			How natural does the speaker's tone of voice sound?	4	
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Rating	22072			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
c7d1fbbee3f9e7c9188ae2f53b30c43d	105	god_exclam	conf	God I thought apples were in the sunflower family	Rating	27415			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
0e7af51e91155d1691d8531a71af29fd	113	huh_exclam	decl	Huh we're out of flour	Scenario						It doesn't say specifically why he doesn't have emotion%2C but it was a sentence from a mundane task. 
0e7af51e91155d1691d8531a71af29fd	113	huh_exclam	decl	Huh we're out of flour	Playback	2738	play	0.0			
0e7af51e91155d1691d8531a71af29fd	113	huh_exclam	decl	Huh we're out of flour	Playback	4841	pause	2.058027			
0e7af51e91155d1691d8531a71af29fd	113	huh_exclam	decl	Huh we're out of flour	Rating	6897			How natural does the speaker's tone of voice sound?	5	
0e7af51e91155d1691d8531a71af29fd	113	huh_exclam	decl	Huh we're out of flour	Rating	10393			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
0e7af51e91155d1691d8531a71af29fd	113	huh_exclam	decl	Huh we're out of flour	Rating	12033			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
0e7af51e91155d1691d8531a71af29fd	41	what_conf	conf	What you don't know how to tango	Scenario						It does not%2C but it shows that he was surprised that the person did not know how to tango.
0e7af51e91155d1691d8531a71af29fd	41	what_conf	conf	What you don't know how to tango	Playback	2310	play	0.0			
0e7af51e91155d1691d8531a71af29fd	41	what_conf	conf	What you don't know how to tango	Playback	4235	pause	1.872494			
0e7af51e91155d1691d8531a71af29fd	41	what_conf	conf	What you don't know how to tango	Rating	8697			How natural does the speaker's tone of voice sound?	5	
0e7af51e91155d1691d8531a71af29fd	41	what_conf	conf	What you don't know how to tango	Rating	72650			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
0e7af51e91155d1691d8531a71af29fd	41	what_conf	conf	What you don't know how to tango	Rating	11633			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
0e7af51e91155d1691d8531a71af29fd	41	what_conf	conf	What you don't know how to tango	Rating	12742			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
6a76bc21207bfe28cdf5f25db1e0438a	86	oh_decl	exclam	Oh there are a lot of cakes to choose from	Scenario						Again%2C there's a bit of a slow start that suggests to me they're still thinking even as they're talking%2C but their overall tone seems upbeat and interested.
6a76bc21207bfe28cdf5f25db1e0438a	86	oh_decl	exclam	Oh there are a lot of cakes to choose from	Playback	1456	play	0.0			
6a76bc21207bfe28cdf5f25db1e0438a	86	oh_decl	exclam	Oh there are a lot of cakes to choose from	Playback	4506	pause	2.457392			
6a76bc21207bfe28cdf5f25db1e0438a	86	oh_decl	exclam	Oh there are a lot of cakes to choose from	Rating	6793			How natural does the speaker's tone of voice sound?	5	
6a76bc21207bfe28cdf5f25db1e0438a	86	oh_decl	exclam	Oh there are a lot of cakes to choose from	Rating	15116			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
6a76bc21207bfe28cdf5f25db1e0438a	86	oh_decl	exclam	Oh there are a lot of cakes to choose from	Rating	17335			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Scenario						They say "God" kind of slow and then the rest much faster%2C like they're still thinking about what happened at the beginning.
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Playback	3411	play	0.0			
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Playback	5376	pause	1.691293			
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Rating	9618			How natural does the speaker's tone of voice sound?	3	
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Rating	13930			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Rating	27322			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Rating	17574			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Rating	29134			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Rating	32102			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
6a76bc21207bfe28cdf5f25db1e0438a	14	god_conf	exclam	God a package arrived for you	Rating	33422			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
15eb52bf906557ec49cdcfb7f916b6be	111	god_exclam	decl	God I'm on the phone	Scenario						Yes. He was on the phone.
15eb52bf906557ec49cdcfb7f916b6be	111	god_exclam	decl	God I'm on the phone	Playback	14635	play	0.01261			
15eb52bf906557ec49cdcfb7f916b6be	111	god_exclam	decl	God I'm on the phone	Playback	16606	pause	1.960317			
15eb52bf906557ec49cdcfb7f916b6be	111	god_exclam	decl	God I'm on the phone	Rating	20848			How natural does the speaker's tone of voice sound?	3	
15eb52bf906557ec49cdcfb7f916b6be	111	god_exclam	decl	God I'm on the phone	Rating	31694			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
15eb52bf906557ec49cdcfb7f916b6be	111	god_exclam	decl	God I'm on the phone	Rating	37677			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
15eb52bf906557ec49cdcfb7f916b6be	39	oh_conf	exclam	Oh you can't be serious right now	Scenario						No. He didn't explain further.
15eb52bf906557ec49cdcfb7f916b6be	39	oh_conf	exclam	Oh you can't be serious right now	Playback	2371	play	0.0			
15eb52bf906557ec49cdcfb7f916b6be	39	oh_conf	exclam	Oh you can't be serious right now	Playback	4414	pause	1.99771			
15eb52bf906557ec49cdcfb7f916b6be	39	oh_conf	exclam	Oh you can't be serious right now	Rating	11808			How natural does the speaker's tone of voice sound?	5	
15eb52bf906557ec49cdcfb7f916b6be	39	oh_conf	exclam	Oh you can't be serious right now	Rating	18422			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
15eb52bf906557ec49cdcfb7f916b6be	39	oh_conf	exclam	Oh you can't be serious right now	Rating	26683			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
8839519b2dfe0b9f90e5c7af7549c864	113	huh_exclam	decl	Huh we're out of flour	Scenario						Disappointment for being out of an item. 
8839519b2dfe0b9f90e5c7af7549c864	113	huh_exclam	decl	Huh we're out of flour	Playback	3583	play	0.0			
8839519b2dfe0b9f90e5c7af7549c864	113	huh_exclam	decl	Huh we're out of flour	Playback	5719	pause	2.058027			
8839519b2dfe0b9f90e5c7af7549c864	113	huh_exclam	decl	Huh we're out of flour	Rating	7340			How natural does the speaker's tone of voice sound?	4	
8839519b2dfe0b9f90e5c7af7549c864	113	huh_exclam	decl	Huh we're out of flour	Rating	10810			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
8839519b2dfe0b9f90e5c7af7549c864	113	huh_exclam	decl	Huh we're out of flour	Rating	12286			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
8839519b2dfe0b9f90e5c7af7549c864	41	what_conf	conf	What you don't know how to tango	Scenario						Surprise. He was incredulous that I did not know how to tango. 
8839519b2dfe0b9f90e5c7af7549c864	41	what_conf	conf	What you don't know how to tango	Playback	2769	play	0.0			
8839519b2dfe0b9f90e5c7af7549c864	41	what_conf	conf	What you don't know how to tango	Playback	4704	pause	1.872494			
8839519b2dfe0b9f90e5c7af7549c864	41	what_conf	conf	What you don't know how to tango	Rating	7857			How natural does the speaker's tone of voice sound?	4	
8839519b2dfe0b9f90e5c7af7549c864	41	what_conf	conf	What you don't know how to tango	Rating	54338			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
8839519b2dfe0b9f90e5c7af7549c864	41	what_conf	conf	What you don't know how to tango	Rating	11848			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
8839519b2dfe0b9f90e5c7af7549c864	41	what_conf	conf	What you don't know how to tango	Rating	52327			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
7fa02a026d9ec0a6934c4cd6a41e2a62	94	what_decl	exclam	What you can't be serious right now	Scenario						Sounded a little unatural%2C but the 'What!' at the beginning%2C and the whole snetence%2C was angry.
7fa02a026d9ec0a6934c4cd6a41e2a62	94	what_decl	exclam	What you can't be serious right now	Playback	7466	play	0.0			
7fa02a026d9ec0a6934c4cd6a41e2a62	94	what_decl	exclam	What you can't be serious right now	Playback	9488	pause	1.958299			
7fa02a026d9ec0a6934c4cd6a41e2a62	94	what_decl	exclam	What you can't be serious right now	Rating	12872			How natural does the speaker's tone of voice sound?	3	
7fa02a026d9ec0a6934c4cd6a41e2a62	94	what_decl	exclam	What you can't be serious right now	Rating	17143			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
7fa02a026d9ec0a6934c4cd6a41e2a62	94	what_decl	exclam	What you can't be serious right now	Rating	19149			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
7fa02a026d9ec0a6934c4cd6a41e2a62	22	huh_conf	decl	Huh I put the toolbox in the shed	Scenario						The 'Huh?' at the beginning indicates surprise%2C but more annoyance at being asked%2C from the speaker.
7fa02a026d9ec0a6934c4cd6a41e2a62	22	huh_conf	decl	Huh I put the toolbox in the shed	Playback	2342	play	0.0			
7fa02a026d9ec0a6934c4cd6a41e2a62	22	huh_conf	decl	Huh I put the toolbox in the shed	Playback	4718	pause	2.314694			
7fa02a026d9ec0a6934c4cd6a41e2a62	22	huh_conf	decl	Huh I put the toolbox in the shed	Rating	8753			How natural does the speaker's tone of voice sound?	5	
7fa02a026d9ec0a6934c4cd6a41e2a62	22	huh_conf	decl	Huh I put the toolbox in the shed	Rating	16006			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
7fa02a026d9ec0a6934c4cd6a41e2a62	22	huh_conf	decl	Huh I put the toolbox in the shed	Rating	18869			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
0b561e4ba1cbbf4a308232c39f0911e6	21	huh_conf	decl	Huh we're out of flour	Scenario						confusion to why they are out of flour
